pca_dim,nlist,nprobe,k,label,precision_at_k_macro,recall_at_k_macro
128,256,16,20,2,1.0,0.0066688896298766264
128,256,16,20,3,1.0,0.006715916722632638
128,256,16,20,4,1.0,0.006736274840013476
128,256,16,20,6,1.0,0.006609385327164575
128,256,32,20,0,1.0,0.006605019815059446
128,256,32,20,2,1.0,0.0066688896298766264
128,256,32,20,3,1.0,0.006715916722632638
128,256,32,20,4,1.0,0.006736274840013476
128,256,32,20,6,1.0,0.006609385327164575
256,32,1,20,0,1.0,0.006605019815059446
256,32,1,20,2,1.0,0.0066688896298766264
256,32,1,20,3,1.0,0.006715916722632638
256,32,1,20,4,1.0,0.006736274840013476
256,32,1,20,6,1.0,0.006609385327164575
256,32,4,20,0,1.0,0.006605019815059446
256,32,4,20,2,1.0,0.0066688896298766264
256,32,4,20,3,1.0,0.006715916722632638
256,32,4,20,4,1.0,0.006736274840013476
256,32,4,20,6,1.0,0.006609385327164575
256,32,8,20,0,1.0,0.006605019815059446
256,32,8,20,2,1.0,0.0066688896298766264
256,32,8,20,3,1.0,0.006715916722632638
256,32,8,20,4,1.0,0.006736274840013476
256,32,8,20,6,1.0,0.006609385327164575
256,32,16,20,0,1.0,0.006605019815059446
256,32,16,20,2,1.0,0.0066688896298766264
256,32,16,20,3,1.0,0.006715916722632638
256,32,16,20,4,1.0,0.006736274840013476
256,32,16,20,6,1.0,0.006609385327164575
256,32,32,20,0,1.0,0.006605019815059446
256,32,32,20,2,1.0,0.0066688896298766264
256,32,32,20,3,1.0,0.006715916722632638
256,32,32,20,4,1.0,0.006736274840013476
256,32,32,20,6,1.0,0.006609385327164575
256,64,1,20,0,1.0,0.006605019815059446
256,64,1,20,2,1.0,0.0066688896298766264
256,64,1,20,3,1.0,0.006715916722632638
256,64,1,20,4,0.9998357963875205,0.0067351687193500905
256,64,1,20,6,1.0,0.006609385327164575
256,64,4,20,0,1.0,0.006605019815059446
256,64,4,20,2,1.0,0.0066688896298766264
256,64,4,20,3,1.0,0.006715916722632638
256,64,4,20,4,1.0,0.006736274840013476
256,64,4,20,6,1.0,0.006609385327164575
256,64,8,20,0,1.0,0.006605019815059446
256,64,8,20,2,1.0,0.0066688896298766264
256,64,8,20,3,1.0,0.006715916722632638
256,64,8,20,4,1.0,0.006736274840013476
256,64,8,20,6,1.0,0.006609385327164575
256,64,16,20,0,1.0,0.006605019815059446
256,64,16,20,2,1.0,0.0066688896298766264
256,64,16,20,3,1.0,0.006715916722632638
256,64,16,20,4,1.0,0.006736274840013476
256,64,16,20,6,1.0,0.006609385327164575
256,64,32,20,0,1.0,0.006605019815059446
256,64,32,20,2,1.0,0.0066688896298766264
256,64,32,20,3,1.0,0.006715916722632638
256,64,32,20,4,1.0,0.006736274840013476
256,64,32,20,6,1.0,0.006609385327164575
256,128,1,20,0,1.0,0.006605019815059446
256,128,1,20,2,1.0,0.0066688896298766264
256,128,1,20,3,1.0,0.006715916722632638
256,128,1,20,4,1.0,0.006736274840013476
256,128,1,20,6,1.0,0.006609385327164575
256,128,4,20,0,1.0,0.006605019815059446
256,128,4,20,2,1.0,0.0066688896298766264
256,128,4,20,3,1.0,0.006715916722632638
256,128,4,20,4,1.0,0.006736274840013476
256,128,4,20,6,1.0,0.006609385327164575
256,128,8,20,0,1.0,0.006605019815059446
256,128,8,20,2,1.0,0.0066688896298766264
256,128,8,20,3,1.0,0.006715916722632638
256,128,8,20,4,1.0,0.006736274840013476
256,128,8,20,6,1.0,0.006609385327164575
256,128,16,20,0,1.0,0.006605019815059446
256,128,16,20,2,1.0,0.0066688896298766264
256,128,16,20,3,1.0,0.006715916722632638
256,128,16,20,4,1.0,0.006736274840013476
256,128,16,20,6,1.0,0.006609385327164575
256,128,32,20,0,1.0,0.006605019815059446
256,128,32,20,2,1.0,0.0066688896298766264
256,128,32,20,3,1.0,0.006715916722632638
256,128,32,20,4,1.0,0.006736274840013476
256,128,32,20,6,1.0,0.006609385327164575
256,256,1,20,0,0.9999163879598663,0.006604467555877585
256,256,1,20,2,0.9987603305785124,0.0066606224113271925
256,256,1,20,3,1.0,0.006715916722632638
256,256,1,20,4,1.0,0.006736274840013476
256,256,1,20,6,0.9998275862068965,0.006608245777970236
256,256,4,20,0,1.0,0.006605019815059446
256,256,4,20,2,1.0,0.0066688896298766264
256,256,4,20,3,1.0,0.006715916722632638
256,256,4,20,4,1.0,0.006736274840013476
256,256,4,20,6,1.0,0.006609385327164575
256,256,8,20,0,1.0,0.006605019815059446
256,256,8,20,2,1.0,0.0066688896298766264
256,256,8,20,3,1.0,0.006715916722632638
256,256,8,20,4,1.0,0.006736274840013476
256,256,8,20,6,1.0,0.006609385327164575
256,256,16,20,0,1.0,0.006605019815059446
256,256,16,20,2,1.0,0.0066688896298766264
256,256,16,20,3,1.0,0.006715916722632638
256,256,16,20,4,1.0,0.006736274840013476
256,256,16,20,6,1.0,0.006609385327164575
256,256,32,20,0,1.0,0.006605019815059446
256,256,32,20,2,1.0,0.0066688896298766264
256,256,32,20,3,1.0,0.006715916722632638
256,256,32,20,4,1.0,0.006736274840013476
256,256,32,20,6,1.0,0.006609385327164575
512,32,1,20,0,1.0,0.006605019815059446
512,32,1,20,2,1.0,0.0066688896298766264
512,32,1,20,3,1.0,0.006715916722632638
512,32,1,20,4,1.0,0.006736274840013476
512,32,1,20,6,1.0,0.006609385327164575
512,32,4,20,0,1.0,0.006605019815059446
512,32,4,20,2,1.0,0.0066688896298766264
512,32,4,20,3,1.0,0.006715916722632638
512,32,4,20,4,1.0,0.006736274840013476
512,32,4,20,6,1.0,0.006609385327164575
512,32,8,20,0,1.0,0.006605019815059446
512,32,8,20,2,1.0,0.0066688896298766264
512,32,8,20,3,1.0,0.006715916722632638
512,32,8,20,4,1.0,0.006736274840013476
512,32,8,20,6,1.0,0.006609385327164575
512,32,16,20,0,1.0,0.006605019815059446
512,32,16,20,2,1.0,0.0066688896298766264
512,32,16,20,3,1.0,0.006715916722632638
512,32,16,20,4,1.0,0.006736274840013476
512,32,16,20,6,1.0,0.006609385327164575
512,32,32,20,0,1.0,0.006605019815059446
512,32,32,20,2,1.0,0.0066688896298766264
512,32,32,20,3,1.0,0.006715916722632638
512,32,32,20,4,1.0,0.006736274840013476
512,32,32,20,6,1.0,0.006609385327164575
512,64,1,20,0,1.0,0.006605019815059446
512,64,1,20,2,1.0,0.0066688896298766264
512,64,1,20,3,1.0,0.006715916722632638
512,64,1,20,4,1.0,0.006736274840013476
512,64,1,20,6,1.0,0.006609385327164575
512,64,4,20,0,1.0,0.006605019815059446
512,64,4,20,2,1.0,0.0066688896298766264
512,64,4,20,3,1.0,0.006715916722632638
512,64,4,20,4,1.0,0.006736274840013476
